"sp","breeding_site","year","nest","nn","first_egg_laid","incubation_start_datetime","nest_found","end_datetime","end_state","lat","lon","site"
"DUNL","boba",2014,"2014_SN1",1,"2014-05-06 05:00:00","2014-05-09 05:00:00","2014-05-18 12:00:00","2014-05-30 05:00:00","h",64.9054,24.9568,"known"
"DUNL","cakr",2010,"DUNL004",1,"2010-06-02 05:00:00","2010-06-05 05:00:00","2010-06-13 12:00:00","2010-06-29 05:00:00","h",67.1133,-163.4781,"known"
"DUNL","cakr",2010,"DUNL005",1,"2010-05-30 05:00:00","2010-06-03 05:00:00","2010-06-13 12:00:00","2010-06-25 05:00:00","h",67.1139,-163.4777,"known"
"DUNL","cakr",2010,"DUNL010",1,"2010-06-04 05:00:00","2010-06-07 05:00:00","2010-06-14 12:00:00","","u",67.1114,-163.481,"known"
"DUNL","cakr",2010,"DUNL013",1,"2010-05-30 05:00:00","2010-06-01 05:00:00","2010-06-14 12:00:00","2010-06-26 05:00:00","h",67.1111,-163.4773,"known"
"DUNL","cakr",2010,"DUNL017",1,"2010-06-04 05:00:00","2010-06-07 05:00:00","2010-06-14 12:00:00","2010-06-28 05:00:00","h",67.1135,-163.4783,"known"
"DUNL","cakr",2010,"DUNL022",1,"2010-06-18 05:00:00","2010-06-21 05:00:00","2010-06-22 12:00:00","2010-07-13 05:00:00","h",67.1032,-163.49,"known"
"DUNL","cakr",2010,"DUNL027",1,"2010-06-07 05:00:00","2010-06-10 05:00:00","2010-06-24 12:00:00","","u",67.1235,-163.4626,"known"
"DUNL","cakr",2010,"DUNL101",1,"2010-06-01 05:00:00","2010-06-04 05:00:00","2010-06-12 12:00:00","2010-06-27 05:00:00","h",67.1108,-163.4811,"known"
"DUNL","cakr",2010,"DUNL105",1,"2010-05-30 05:00:00","2010-06-02 05:00:00","2010-06-13 12:00:00","","u",67.1122,-163.4805,"known"
"DUNL","cakr",2011,"DUNL101",1,"2011-05-28 05:00:00","2011-05-31 05:00:00","2011-06-01 12:00:00","2011-06-22 05:00:00","h",67.1141,-163.4779,"known"
"DUNL","cakr",2011,"DUNL220",1,"2011-06-10 05:00:00","2011-06-13 05:00:00","2011-06-09 12:00:00","","u",67.1239,-163.4616,"known"
"DUNL","cakr",2011,"DUNL406",1,"2011-06-10 05:00:00","2011-06-12 05:00:00","2011-06-11 12:00:00","2011-07-02 05:00:00","h",67.1134,-163.4795,"known"
"DUNL","cakr",2011,"NA-13488",1,"2010-05-25 05:00:00","2010-05-28 05:00:00","","","u",67.1032,-163.49,"known"
"DUNL","cakr",2011,"NA-13966",1,"2011-06-23 05:00:00","2011-06-26 05:00:00","","2011-07-07 21:00:00","p",67.1143,-163.5008,"known"
"DUNL","cakr",2011,"NA-13983",1,"2011-06-06 05:00:00","2011-06-09 05:00:00","","2011-07-06 05:00:00","h",67.1235,-163.4625,"known"
"DUNL","cari",2010,"DUNL217",1,"2010-06-11 05:00:00","2010-06-14 05:00:00","2010-06-16 12:00:00","2010-06-26 05:00:00","p",70.0988,-145.846,"known"
"DUNL","cari",2010,"DUNL305",1,"2010-06-10 05:00:00","2010-06-13 05:00:00","2010-06-11 12:00:00","2010-07-04 01:00:00","h",70.11,-145.83,"known"
"DUNL","cari",2010,"DUNL514",1,"2010-05-31 05:00:00","2010-06-03 05:00:00","2010-06-20 12:00:00","2010-06-26 05:00:00","h",70.0967,-145.8436,"known"
"DUNL","cari",2010,"DUNL604",1,"2010-06-10 05:00:00","2010-06-13 05:00:00","2010-06-13 12:00:00","2010-06-25 05:00:00","p",70.0914,-145.8316,"known"
"DUNL","chau",2013,"DUNLAOG005",2,"2013-06-25 05:00:00","2013-06-28 05:00:00","","2013-07-18 23:00:00","h",68.7746,170.5544,"known"
"DUNL","chau",2013,"DUNLKWP001",1,"2013-06-03 05:00:00","2013-06-06 05:00:00","2013-06-07 12:00:00","2013-06-16 05:00:00","p",68.7752,170.552,"known"
"DUNL","chau",2013,"DUNLKWP001",2,"2013-06-19 05:00:00","2013-06-22 05:00:00","","2013-07-14 05:00:00","h",68.7752,170.552,"known"
"DUNL","chau",2013,"DUNLKWP003",1,"2013-06-06 05:00:00","2013-06-09 05:00:00","2013-06-10 12:00:00","2013-06-15 05:00:00","p",68.775,170.5504,"known"
"DUNL","chau",2013,"DUNLKWP003",2,"2013-06-20 05:00:00","2013-06-23 05:00:00","","2013-07-13 23:00:00","h",68.775,170.5504,"known"
"DUNL","chau",2013,"DUNLKWP014",1,"2013-05-30 05:00:00","2013-06-02 05:00:00","2013-06-16 12:00:00","2013-06-21 05:00:00","p",68.7834,170.5576,"known"
"DUNL","chau",2013,"DUNLKWP015",1,"2013-06-12 05:00:00","2013-06-15 05:00:00","2013-06-19 12:00:00","2013-06-24 05:00:00","p",68.7822,170.5456,"known"
"DUNL","chau",2013,"DUNLMLM001",1,"2013-06-02 05:00:00","2013-06-05 05:00:00","2013-06-07 12:00:00","2013-06-25 05:00:00","p",68.7869,170.5619,"known"
"DUNL","chau",2013,"DUNLMLM017",1,"2013-06-07 05:00:00","2013-06-10 05:00:00","2013-06-18 12:00:00","2013-06-21 05:00:00","p",68.7768,170.5502,"known"
"DUNL","chur",2010,"DU01C",1,"2010-06-04 05:00:00","2010-06-07 05:00:00","2010-06-08 12:00:00","2010-06-29 05:00:00","h",58.67,-93.83,"known"
"DUNL","chur",2010,"DU02C",1,"2010-06-07 05:00:00","2010-06-10 05:00:00","2010-06-11 12:00:00","2010-07-02 05:00:00","h",58.67,-93.83,"known"
"DUNL","chur",2010,"DU02U",1,"2010-06-05 05:00:00","2010-06-08 05:00:00","2010-06-16 12:00:00","2010-06-30 05:00:00","h",58.67,-93.83,"known"
"DUNL","chur",2010,"DU05C",1,"2010-06-04 05:00:00","2010-06-07 05:00:00","2010-06-14 12:00:00","2010-06-29 05:00:00","h",58.67,-93.82,"known"
"DUNL","chur",2010,"DU06C",1,"2010-06-08 05:00:00","2010-06-11 05:00:00","2010-06-14 12:00:00","2010-07-04 05:00:00","h",58.68,-93.83,"known"
"DUNL","chur",2010,"DU07C",1,"2010-06-10 05:00:00","2010-06-13 05:00:00","2010-06-14 12:00:00","2010-07-05 05:00:00","h",58.67,-93.83,"known"
"DUNL","chur",2010,"DU08C",1,"2010-06-09 05:00:00","2010-06-12 05:00:00","2010-06-15 12:00:00","2010-07-04 05:00:00","h",58.6,-93.3,"known"
"DUNL","chur",2010,"DU11C",1,"2010-06-13 05:00:00","2010-06-16 05:00:00","2010-06-18 12:00:00","2010-07-05 05:00:00","h",58.74,-93.969,"known"
"DUNL","chur",2010,"DU17C",1,"2010-06-06 05:00:00","2010-06-09 05:00:00","2010-06-23 12:00:00","2010-07-01 05:00:00","h",58.69,-93.83,"known"
"DUNL","chur",2011,"DU10",1,"2011-06-06 05:00:00","2011-06-10 05:00:00","2011-06-15 12:00:00","2011-07-07 05:00:00","h",58.74,-93.969,"known"
"DUNL","chur",2011,"DU28",1,"2011-06-07 05:00:00","2011-06-10 05:00:00","2011-06-28 12:00:00","2011-07-02 05:00:00","h",58.666,-93.831,"known"
"DUNL","chur",2011,"DU30",1,"2011-06-05 05:00:00","2011-06-08 05:00:00","2011-06-30 12:00:00","2011-07-01 05:00:00","h",58.667,-93.83,"known"
"DUNL","chur",2011,"DU33",1,"2011-06-06 05:00:00","2011-06-09 05:00:00","","2011-07-02 05:00:00","h",58.681,-93.828,"known"
"DUNL","hofo",2014,"DS03_GL2014",1,"2014-07-06 05:00:00","2014-07-09 05:00:00","2014-07-18 15:43:00","2014-07-31 08:15:00","fl",75.151,-19.7441,"known"
"DUNL","hofo",2015,"BV02_GL2015",1,"2015-07-11 05:00:00","2015-07-14 05:00:00","2015-07-23 14:15:00","2015-07-30 09:45:00","p",75.1424,-19.6212,"known"
"DUNL","ikpi",2010,"10CJS036",1,"2010-06-09 05:00:00","2010-06-12 05:00:00","2010-06-16 12:00:00","2010-07-04 23:00:00","h",70.5415,-154.6876,"known"
"DUNL","ikpi",2010,"10VJ014",1,"2010-06-10 05:00:00","2010-06-13 05:00:00","2010-06-12 12:00:00","2010-07-05 06:00:00","h",70.5506,-154.6879,"known"
"DUNL","ikpi",2010,"10VJ051",1,"2010-06-11 05:00:00","2010-06-14 05:00:00","2010-06-17 12:00:00","","u",70.547,-154.6918,"known"
"DUNL","ikpi",2010,"10VJ072",1,"2010-06-13 05:00:00","2010-06-16 05:00:00","2010-06-21 12:00:00","2010-06-30 16:00:00","p",70.5465,-154.7123,"known"
"DUNL","ikpi",2011,"11JPD089",1,"2011-06-15 05:00:00","2011-06-18 05:00:00","2011-06-22 12:00:00","2011-07-07 05:00:00","p",70.548,-154.7008,"known"
"DUNL","ikpi",2011,"11KWP057",1,"2011-06-26 05:00:00","2011-06-29 05:00:00","2011-06-28 12:00:00","","u",70.5382,-154.0833,"known"
"DUNL","isla",2013,"D102_IS2013",0,"2013-05-16 21:26:00","2013-05-19 21:26:00","2013-05-23 10:00:00","2013-06-11 17:00:00","fl",63.9014,-21.1969,"known"
"DUNL","isla",2013,"D103_IS2013",0,"2013-05-12 17:28:00","2013-05-15 17:28:00","2013-05-25 09:40:00","2013-06-07 02:30:00","fl",63.9011,-21.2008,"known"
"DUNL","isla",2013,"D104_IS2013",0,"2013-05-13 15:17:00","2013-05-16 15:17:00","2013-05-25 09:50:00","2013-06-08 04:45:00","fl",63.9027,-21.2001,"known"
"DUNL","isla",2013,"D105_IS2013",0,"2013-05-11 23:05:00","2013-05-14 23:05:00","2013-05-25 10:05:00","2013-06-06 03:45:00","fl",63.9056,-21.2023,"known"
"DUNL","isla",2013,"D106_IS2013",0,"2013-05-17 06:01:00","2013-05-20 06:01:00","2013-05-27 15:48:00","2013-06-11 05:45:00","fl",63.9283,-21.1859,"known"
"DUNL","isla",2013,"D107_IS2013",0,"2013-05-12 05:21:00","2013-05-15 05:21:00","2013-05-27 16:57:00","2013-06-05 02:15:00","fl",63.9279,-21.2074,"known"
"DUNL","isla",2013,"D301_IS2013",0,"2013-05-29 16:52:00","2013-06-01 16:52:00","2013-06-03 14:50:00","2013-06-22 18:05:00","fl",63.8798,-21.1869,"known"
"DUNL","isla",2013,"D302_IS2013",0,"2013-05-20 15:29:00","2013-05-23 15:29:00","2013-06-06 17:42:00","2013-06-11 10:15:00","fl",63.8553,-20.2548,"known"
"DUNL","isla",2013,"D303_IS2013",0,"2013-05-22 23:34:00","2013-05-25 23:34:00","2013-06-07 11:10:00","2013-06-12 02:0:00","fl",63.9273,-21.0361,"known"
"DUNL","isla",2013,"D401_IS2013",0,"2013-05-13 00:18:00","2013-05-16 00:18:00","2013-05-25 15:48:00","2013-05-31 12:00:00","p",63.8968,-21.1823,"known"
"DUNL","isla",2013,"D501_IS2013",0,"2013-05-09 12:27:00","2013-05-12 12:27:00","2013-05-23 09:26:00","2013-06-05 07:40:00","fl",63.903,-21.199,"known"
"DUNL","isla",2013,"D901_IS2013",0,"2013-05-16 15:46:00","2013-05-19 15:46:00","2013-06-01 10:20:00","2013-06-06 12:00:00","fl",63.9039,-21.1922,"known"
"DUNL","izem",2010,"DUNL002",1,"2010-05-21 17:00:00","2010-05-24 17:00:00","2010-05-29 12:00:00","2010-06-06 16:10:00","p",55.2506,-162.8574,"known"
"DUNL","izem",2010,"DUNL002",2,"2010-06-12 05:00:00","2010-06-15 05:00:00","","2010-07-09 04:00:00","h",55.2506,-162.8574,"known"
"DUNL","izem",2010,"DUNL005",1,"2010-05-16 05:00:00","2010-05-19 05:00:00","2010-05-31 12:00:00","2010-06-12 05:00:00","h",55.2676,-162.8623,"known"
"DUNL","izem",2010,"DUNL006",1,"2010-05-21 17:00:00","2010-05-24 17:00:00","2010-06-01 12:00:00","2010-06-07 02:00:00","p",55.2579,-162.8134,"known"
"DUNL","izem",2010,"DUNL006",2,"2010-06-12 05:00:00","2010-06-15 05:00:00","","2010-07-08 10:00:00","h",55.2579,-162.8134,"known"
"DUNL","izem",2010,"DUNL008",2,"2010-06-14 05:00:00","2010-06-17 05:00:00","","2010-07-13 05:00:00","h",55.2608,-162.8529,"known"
"DUNL","izem",2010,"DUNL015",1,"2010-06-13 05:00:00","2010-06-16 05:00:00","2010-06-04 12:00:00","","u",55.2436,-162.8392,"known"
"DUNL","izem",2010,"DUNL021",2,"2010-06-16 05:00:00","2010-06-19 05:00:00","","2010-07-11 05:00:00","h",55.2614,-162.8524,"known"
"DUNL","izem",2010,"DUNL023",1,"2010-06-15 05:00:00","2010-06-18 05:00:00","","2010-06-28 05:00:00","p",55.2452,-162.8565,"known"
"DUNL","izem",2010,"DUNL028",2,"2010-06-21 05:00:00","2010-06-24 05:00:00","","2010-07-21 05:00:00","h",55.2448,-162.8463,"known"
"DUNL","izem",2010,"DUNL031",1,"2010-06-08 05:00:00","2010-06-11 05:00:00","2010-06-15 12:00:00","2010-07-01 05:00:00","p",55.2619,-162.8536,"known"
"DUNL","izem",2011,"DUNL005",1,"2011-05-22 05:00:00","2011-05-25 05:00:00","2011-05-27 12:00:00","","u",55.2507,-162.8571,"known"
"DUNL","izem",2011,"DUNL014",1,"2011-05-17 05:00:00","2011-05-20 05:00:00","2011-05-29 12:00:00","","u",55.2674,-162.8619,"known"
"DUNL","izem",2011,"DUNL033",1,"2011-05-21 05:00:00","2011-05-24 05:00:00","2011-06-03 12:00:00","","u",55.2599,-162.855,"known"
"DUNL","izem",2011,"DUNL036",1,"2011-05-21 05:00:00","2011-05-24 05:00:00","2011-06-05 12:00:00","","u",55.2446,-162.8447,"known"
"DUNL","izem",2011,"DUNL050",1,"2011-05-20 05:00:00","2011-05-23 05:00:00","2011-06-17 05:00:00","2011-06-17 05:00:00","h",55.2679,-162.8578,"known"
"DUNL","izem",2011,"NA-13553",1,"2011-05-25 05:00:00","2011-05-28 05:00:00","","2011-06-15 01:00:00","p",55.254,-162.8585,"known"
"DUNL","mano",2010,"DUNL01",1,"2010-06-04 05:00:00","2010-06-08 05:00:00","2010-06-08 12:00:00","2010-06-12 05:00:00","p",61.1946,-165.1032,"known"
"DUNL","mano",2010,"DUNL01",2,"2010-06-18 05:00:00","2010-06-21 05:00:00","","2010-07-15 05:30:00","h",61.1946,-165.1032,"known"
